SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
TIJERI,07-JUN-10,06/07/10,6-7-2015,Err:502,14,14,21:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200315292,ASSAIGAI,WWUAKS,PR OILCTR 01
TIJERI,14-JUN-10,06/14/10,6-14-2015,Err:502,48.4,48.4,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,48.4,MG/L,200315747,ASSAIGAI,WWUAKS,PR OILCTR 01
TIJERI,19-JUN-10,06/19/10,6-19-2015,Err:502,4,<5,21:00,MPO,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<5,MG/L,200315920,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,26-JUN-10,06/26/10,6-26-2015,Err:502,5.2,5.2,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,5.2,MG/L,200316216,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,06-JUL-10,07/06/10,7-6-2015,Err:502,6.3,6.3,21:00,MPO,30-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,6.3,MG/L,200316631,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,13-JUL-10,07/13/10,7-13-2015,Err:502,5.4,5.4,21:00,JG ,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,5.4,MG/L,200316971,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,20-JUL-10,07/20/10,7-20-2015,Err:502,8.5,8.5,21:00,JG ,30-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200317295,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,27-JUL-10,07/27/10,7-27-2015,Err:502,9.6,9.6,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.6,MG/L,200317641,ASSAIGAI,WWUAKS,PR OILCTR 01
TIJERI,05-AUG-10,08/05/10,8-5-2015,Err:502,5,<5.3,10:00,JG ,08-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.3,MG/L,200318022,WQL,WWUJCG,PR ADHOC  02
TIJERI,05-AUG-10,08/05/10,8-5-2015,Err:502,7.7,7.7,10:00,JG ,08-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200318027,WQL,WWUJCG,PR ADHOC  02
TIJERI,10-AUG-10,08/10/10,8-10-2015,Err:502,3,3,14:35,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,3,MG/L,200318245,WQL,WWUAKS,PR ADHOC  02
TIJERI,23-AUG-10,08/23/10,8-23-2015,Err:502,17,17,12:40,JG ,09-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200318841,HALL,WWUJCG,PR OILTPH 01
TIJERI,01-SEP-10,09/01/10,9-1-2015,Err:502,4,<5,08:50,JG ,21-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<5,MG/L,200319277,HALL,WWUJCG,PR OILTPH 01
TIJERI,08-SEP-10,09/08/10,9-8-2015,Err:502,12,12,10:45,JG ,21-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200319486,HALL,WWUJCG,PR OILTPH 01
TIJERI,13-SEP-10,09/13/10,9-13-2015,Err:502,97,97,11:15,JG ,29-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,97,MG/L,200319643,HALL,WWUJCG,PR OILTPH 01
TIJERI,20-SEP-10,09/20/10,9-20-2015,Err:502,14,14,10:30,JG ,05-OCT-10,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200319968,HALL,WWUJCG,PR OILTPH 01
TIJERI,27-SEP-10,09/27/10,9-27-2015,Err:502,13,13,10:00,JG ,19-OCT-10,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200320307,HALL,WWUJCG,PR OILTPH 01
TIJERI,06-OCT-10,10/06/10,10-6-2015,Err:502,5.2,5.2,09:40,JG ,10-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,5.2,MG/L,200320752,HALL,WWUAKS,PR OILTPH 01
TIJERI,11-OCT-10,10/11/10,10-11-2015,Err:502,15,15,11:05,MPO,01-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200320955,HALL,WWUAKS,PR OILTPH 01
TIJERI,20-OCT-10,10/20/10,10-20-2015,Err:502,13,13,09:35,ACS,02-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200321542,HALL,WWUAKS,PR OILTPH 01
TIJERI,25-OCT-10,10/25/10,10-25-2015,Err:502,15,15,10:45,ACS,10-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200321767,HALL,WWUAKS,PR OILTPH 01
TIJERI,01-NOV-10,11/01/10,11-1-2015,Err:502,14,14,10:40,ACS,17-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200322082,HALL,WWUAKS,PR OILTPH 01
TIJERI,08-NOV-10,11/08/10,11-8-2015,Err:502,7,7,09:40,ACS,19-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,7,MG/L,200322418,HALL,WWUAKS,PR OILTPH 01
TIJERI,15-NOV-10,11/15/10,11-15-2015,Err:502,56,56,14:00,ACS,29-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,56,MG/L,200322718,HALL,WWUAKS,PR OILTPH 01
TIJERI,22-NOV-10,11/22/10,11-22-2015,Err:502,11,11,10:00,MPO,17-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200323038,HALL,WWUAKS,PR OILTPH 01
TIJERI,01-DEC-10,12/01/10,12-1-2015,Err:502,19,19,11:50,VLD,03-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200323432,HALL,WWUAKS,PR OILTPH 01
TIJERI,06-DEC-10,12/06/10,12-6-2015,Err:502,24,24,14:55,ARL,22-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200323808,HALL,WWUAKS,PR OILTPH 01
TIJERI,13-DEC-10,12/13/10,12-13-2015,Err:502,20,20,11:40,MPO,28-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200324128,HALL,WWUAKS,PR OILTPH 01
TIJERI,20-DEC-10,12/20/10,12-20-2015,Err:502,7.8,7.8,9:55,JG ,07-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200324452,HALL,WWUAKS,PR OILTPH 01
TIJERI,28-DEC-10,12/28/10,12-28-2015,Err:502,22,22,10:45,VLD,27-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200324779,HALL,WWUNAA,PR OILTPH 01
TIJERI,05-JAN-11,01/05/11,1-5-2015,Err:502,12,12,9:55,JG ,28-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200325104,HALL,WWUNAA,PR OILTPH 01
TIJERI,10-JAN-11,01/10/11,1-10-2015,Err:502,30,30,14:45,MPO,28-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200325309,HALL,WWUNAA,PR OILTPH 01
TIJERI,20-JAN-11,01/20/11,1-20-2015,Err:502,22,22,09:25,EPF,03-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200325770,HALL,WWUNAA,PR OILTPH 01
TIJERI,24-JAN-11,01/24/11,1-24-2015,Err:502,34,34,15:08,EPF,07-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,34,MG/L,200325956,HALL,WWUNAA,PR OILTPH 01
TIJERI,02-FEB-11,02/02/11,2-2-2015,Err:502,11,11,11:20,EPF,22-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200326329,HALL,WWUNAA,PR OILTPH 01
TIJERI,08-FEB-11,02/08/11,2-8-2015,Err:502,6.6,6.6,8:25,EPF,25-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,6.6,MG/L,200326549,HALL,WWUNAA,PR OILTPH 01
TIJERI,14-FEB-11,02/14/11,2-14-2015,Err:502,9.6,9.6,08:45,EPF,24-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.6,MG/L,200326855,HALL,WWUNAA,PR OILTPH 01
TIJERI,23-FEB-11,02/23/11,2-23-2015,Err:502,5,<5.6,08:44,EPF,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200327300,HALL,WWUMWM,PR OILTPH 01
TIJERI,28-FEB-11,02/28/11,2-28-2015,Err:502,39,39,15:15,MPO,16-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,39,MG/L,200327549,HALL,WWUNAA,PR OILTPH 01
TIJERI,07-MAR-11,03/07/11,3-7-2015,Err:502,10,10,08:56,EPF,18-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200327803,HALL,WWUMWM,PR OILTPH 01
TIJERI,14-MAR-11,03/14/11,3-14-2015,Err:502,28,28,12:50,EPF,11-MAY-11,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200328143,HALL,WWUNAA,PR OILTPH 01
TIJERI,21-MAR-11,03/21/11,3-21-2015,Err:502,44,44,10:00,EPF,06-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,44,MG/L,200328476,,WWUNAA,PR OILTPH 0
TIJERI,28-MAR-11,03/28/11,3-28-2015,Err:502,20,20,10:25,ACS,07-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200328833,,WWUMWM,PR OILTPH 0
TIJERI,04-APR-11,04/04/11,4-4-2015,Err:502,21,21,10:20,ACS,20-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200329081,,WWUMWM,PR OILTPH 0
TIJERI,11-APR-11,04/11/11,4-11-2015,Err:502,13,13,10:00,ACS,21-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200329421,,WWUNAA,PR OILTPH 01
TIJERI,25-APR-11,04/25/11,4-25-2015,Err:502,23.4,23.4,09:35,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,23.4,MG/L,200330192,,WWUNAA,PR OILTPH 01
TIJERI,02-MAY-11,05/02/11,5-2-2015,Err:502,36,36,09:40,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,36,MG/L,200330571,,WWUNAA,PR OILTPH 01
TIJERI,09-MAY-11,05/09/11,5-9-2015,Err:502,28,28,09:45,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200330961,,WWUNAA,PR OILTPH 01
TIJERI,16-MAY-11,05/16/11,5-16-2015,Err:502,91.4,91.4,8:40,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,91.4,MG/L,200331435,,WWUNAA,PR OILTPH 01
TIJERI,23-MAY-11,05/23/11,5-23-2015,Err:502,81.4,81.4,8:30,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,81.4,MG/L,200331848,,WWUNAA,PR OILTPH 01
TIJERI,31-MAY-11,05/31/11,5-31-2015,Err:502,17.3,17.3,08:40,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,17.3,MG/L,200332144,,WWUNAA,PR OILTPH 01
TIJERI,06-JUN-11,06/06/11,6-6-2015,Err:502,109.6,109.6,09:35,ACS,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,109.6,MG/L,200332395,,WWUNAA,PR OILTPH 01
TIJERI,13-JUN-11,06/13/11,6-13-2015,Err:502,18,18,09:05,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200332765,,WWUNAA,PR OILTPH 01
TIJERI,20-JUN-11,06/20/11,6-20-2015,Err:502,23.2,23.2,09:00,ACS,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,23.2,MG/L,200333097,,WWUNAA,PR OILTPH 01
TIJERI,27-JUN-11,06/27/11,6-27-2015,Err:502,30,30,09:45,ACS,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200333538,,WWUNAA,PR OILTPH 01
TIJERI,06-JUL-11,07/06/11,7-6-2015,Err:502,23.5,23.5,10:15,ACS,26-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,23.5,MG/L,200333922,,WWUNAA,PR OILTPH 01
TIJERI,11-JUL-11,07/11/11,7-11-2015,Err:502,30.5,30.5,09:15,ACS,27-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,30.5,MG/L,200334149,,WWUNAA,PR OILTPH 01
TIJERI,18-JUL-11,07/18/11,7-18-2015,Err:502,10.5,10.5,08:35,ACS,19-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,10.5,MG/L,200334567,,WWUNAA,PR OILTPH 01
TIJERI,25-JUL-11,07/25/11,7-25-2015,Err:502,56.5,56.5,09:20,ACS,10-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,56.5,MG/L,200334962,,WWUNAA,PR OILTPH 01
TIJERI,01-AUG-11,08/01/11,8-1-2015,Err:502,41,41,09:20,ACS,16-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,41,MG/L,200335311,,WWUNAA,PR OILTPH 01
TIJERI,08-AUG-11,08/08/11,8-8-2015,Err:502,15,15,09:30,ACS,26-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200335680,,WWUNAA,PR OILTPH 01
TIJERI,15-AUG-11,08/15/11,8-15-2015,Err:502,20.4,20.4,11:45,ACS,08-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,20.4,MG/L,200336023,,WWUNAA,PR OILTPH 01
TIJERI,22-AUG-11,08/22/11,8-22-2015,Err:502,11,11,9:35,ACS,02-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200336383,,WWUAKS,PR OILTPH 01
TIJERI,29-AUG-11,08/29/11,8-29-2015,Err:502,10,10,09:35,ACS,14-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200336742,,WWUNAA,PR OILTPH 01
TIJERI,06-SEP-11,09/06/11,9-6-2015,Err:502,18,18,12:20,ACS,25-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200337006,,WWUAKS,PR OILTPH 01
TIJERI,12-SEP-11,09/12/11,9-12-2015,Err:502,11,11,11:35,ACS,06-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200337334,,WWUNAA,PR OILTPH 01
TIJERI,19-SEP-11,09/19/11,9-19-2015,Err:502,12,12,09:45,ACS,13-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200337648,,WWUNAA,PR OILTPH 01
TIJERI,26-SEP-11,09/26/11,9-26-2015,Err:502,13,13,10:00,ACS,13-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200338022,,WWUNAA,PR OILTPH 01
TIJERI,03-OCT-11,10/03/11,10-3-2015,Err:502,9.4,9.4,09:25,ACS,17-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200338335,,WWUNAA,PR OILTPH 01
TIJERI,10-OCT-11,10/10/11,10-10-2015,Err:502,14,14,13:00,ACS,25-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200338885,,WWUNAA,PR OILTPH 01
TIJERI,18-OCT-11,10/18/11,10-18-2015,Err:502,39,39,10:30,JDG,21-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,39,MG/L,200339325,,WWUJDJ,PR OILTPH 01
TIJERI,24-OCT-11,10/24/11,10-24-2015,Err:502,8.9,8.9,09:35,ACS,08-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8.9,MG/L,200339646,,WWUAKS,PR OILTPH 01
TIJERI,01-NOV-11,11/01/11,11-1-2015,Err:502,11,11,09:50,ACS,08-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200340034,,WWUAKS,PR OILTPH 01
TIJERI,07-NOV-11,11/07/11,11-7-2015,Err:502,14,14,10:30,ACS,22-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200340446,,WWUNAA,PR OILTPH 01
TIJERI,14-NOV-11,11/14/11,11-14-2015,Err:502,6.6,6.6,09:50,ACS,07-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,6.6,MG/L,200340826,,WWUAKS,PR OILTPH 01
TIJERI,21-NOV-11,11/21/11,11-21-2015,Err:502,4,4,09:25,ACS,30-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,4,MG/L,200341301,,WWUAKS,PR OILTPH 01
TIJERI,28-NOV-11,11/28/11,11-28-2015,Err:502,11,11,10:15,ACS,12-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200341583,,WWUAKS,PR OILTPH 01
TIJERI,05-DEC-11,12/05/11,12-5-2015,Err:502,8.6,8.6,10:15,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8.6,MG/L,200341895,,WWUAKS,PR OILTPH 01
TIJERI,12-DEC-11,12/12/11,12-12-2015,Err:502,7.7,7.7,09:55,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200342293,,WWUAKS,PR OILTPH 01
TIJERI,19-DEC-11,12/19/11,12-19-2015,Err:502,9.1,9.1,09:45,ACS,30-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.1,MG/L,200342714,,WWUAKS,PR OILTPH 01
TIJERI,04-JAN-12,01/04/12,1-4-2015,Err:502,8.2,8.2,09:00,ACS,12-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200343507,,WWUAKS,PR OILTPH 01
TIJERI,09-JAN-12,01/09/12,1-9-2015,Err:502,13,13,10:15,ACS,27-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200343775,,WWUAKS,PR OILTPH 01
TIJERI,17-JAN-12,01/17/12,1-17-2015,Err:502,9.5,9.5,09:05,ACS,03-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.5,MG/L,200344225,,WWUAKS,PR OILTPH 01
TIJERI,23-JAN-12,01/23/12,1-23-2015,Err:502,12,12,09:40,ACS,06-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200344586,,WWUAKS,PR OILTPH 01
TIJERI,01-FEB-12,02/01/12,2-1-2015,Err:502,7.3,7.3,10:45,ACS,24-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.3,MG/L,200345070,,WWUAKS,PR OILTPH 01
TIJERI,06-FEB-12,02/06/12,2-6-2015,Err:502,6.1,6.1,09:30,ACS,23-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.1,MG/L,200345320,,WWUAKS,PR OILTPH 01
TIJERI,15-FEB-12,02/15/12,2-15-2015,Err:502,9.3,9.3,09:30,SAM,02-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.3,MG/L,200345854,,WWUAKS,PR OILTPH 01
TIJERI,22-FEB-12,02/22/12,2-22-2015,Err:502,10,10,10:30,ACS,09-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200346230,,WWUAKS,PR OILTPH 01
TIJERI,27-FEB-12,02/27/12,2-27-2015,Err:502,8.3,8.3,09:55,ACS,14-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.3,MG/L,200346530,,WWUAKS,PR OILTPH 01
TIJERI,06-MAR-12,03/06/12,3-6-2015,Err:502,15,15,11:15,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200346950,,WWUAKS,PR OILTPH 01
TIJERI,12-MAR-12,03/12/12,3-12-2015,Err:502,12,12,09:40,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200347270,,WWUAKS,PR OILTPH 01
TIJERI,19-MAR-12,03/19/12,3-19-2015,Err:502,11,11,08:45,ACS,02-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200347678,,WWUAKS,PR OILTPH 01
TIJERI,26-MAR-12,03/26/12,3-26-2015,Err:502,5.4,5.4,09:10,ACS,05-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.4,MG/L,200348063,,WWUAKS,PR OILTPH 01
TIJERI,03-APR-12,04/03/12,4-3-2015,Err:502,10,10,12:10,ACS,23-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200348494,,WWUAKS,PR OILTPH 01
TIJERI,09-APR-12,04/09/12,4-9-2015,Err:502,13,13,11:40,ACS,26-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200348839,,WWUAKS,PR OILTPH 01
TIJERI,16-APR-12,04/16/12,4-16-2015,Err:502,7.3,7.3,10:15,ACS,03-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.3,MG/L,200349249,,WWUAKS,PR OILTPH 01
TIJERI,23-APR-12,04/23/12,4-23-2015,Err:502,4.4,4.4,9:30,ACS,14-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,4.4,MG/L,200349669,,WWUAKS,PR OILTPH 01
TIJERI,02-MAY-12,05/02/12,5-2-2015,Err:502,1.2,1.2,10:40,ACS,09-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,1.2,MG/L,200350193,,WWUAKS,PR OILTPH 01
TIJERI,07-MAY-12,05/07/12,5-7-2015,Err:502,6.3,6.3,09:35,ACS,04-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.3,MG/L,200350479,,WWUAKS,PR OILTPH 01
TIJERI,14-MAY-12,05/14/12,5-14-2015,Err:502,9.9,9.9,13:30,ACS,22-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.9,MG/L,200350885,,WWUAKS,PR OILTPH 01
TIJERI,21-MAY-12,05/21/12,5-21-2015,Err:502,8.1,8.1,11:10,ACS,24-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.1,MG/L,200351277,,WWUAKS,PR OILTPH 01
TIJERI,30-MAY-12,05/30/12,5-30-2015,Err:502,4,<5.0,09:30,ACS,15-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.0,MG/L,200351728,,WWUAKS,PR OILTPH 01
TIJERI,04-JUN-12,06/04/12,6-4-2015,Err:502,10,10,13:25,ACS,29-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200351965,,WWUAKS,PR OILTPH 01
TIJERI,11-JUN-12,06/11/12,6-11-2015,Err:502,8.7,8.7,09:10,ACS,22-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200352338,,WWUNAA,PR OILTPH 01
TIJERI,18-JUN-12,06/18/12,6-18-2015,Err:502,10,10,12Z;20,ACS,09-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200352751,,WWUAKS,PR OILTPH 01
TIJERI,25-JUN-12,06/25/12,6-25-2015,Err:502,9.2,9.2,09:05,ACS,05-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200353209,,WWUAKS,PR OILTPH 01
TIJERI,02-JUL-12,07/02/12,7-2-2015,Err:502,7.7,7.7,11:20,SAM,26-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200353653,,WWUAKS,PR OILTPH 01
TIJERI,09-JUL-12,07/09/12,7-9-2015,Err:502,8.2,8.2,12:50,SAM,19-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200353988,,WWUAKS,PR OILTPH 01
TIJERI,17-JUL-12,07/17/12,7-17-2015,Err:502,7.6,7.6,15:20,SAM,02-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.6,MG/L,200354516,,WWUAKS,PR OILTPH 01
TIJERI,23-JUL-12,07/23/12,7-23-2015,Err:502,4,<5.0,08:50,SAM,31-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.0,MG/L,200354838,,WWUAKS,PR OILTPH 01
TIJERI,30-JUL-12,07/30/12,7-30-2015,Err:502,5.6,5.6,10:00,SAM,20-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.6,MG/L,200355214,,WWUAKS,PR OILTPH 01
TIJERI,06-AUG-12,08/06/12,8-6-2015,Err:502,110,110,10:05,ACM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,110,MG/L,200355543,,WWUNAA,PR OILTPH 01
TIJERI,13-AUG-12,08/13/12,8-13-2015,Err:502,7.5,7.5,09:05,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.5,MG/L,200355951,,WWUNAA,PR OILTPH 01
TIJERI,20-AUG-12,08/20/12,8-20-2015,Err:502,21,21,11:15,SAM,31-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200356552,,WWUNAA,PR OILTPH 01
TIJERI,04-SEP-12,09/04/12,9-4-2015,Err:502,5.4,5.4,10:00,SAM,24-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.4,MG/L,200357320,,WWUNAA,PR OILTPH 01
TIJERI,10-SEP-12,09/10/12,9-10-2015,Err:502,12,12,13:00A0013505-001,SAM,31-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200357689,,WWURXF,PR OILTPH 01
TIJERI,18-SEP-12,09/18/12,9-18-2015,Err:502,5,5,09:30,SAM,12-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5,MG/L,200358142,,WWUNAA,PR OILTPH 01
TIJERI,24-SEP-12,09/24/12,9-24-2015,Err:502,5.2,5.2,12:20,ACS,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.2,MG/L,200358535,,WWUNAA,PR OILTPH 01
TIJERI,03-OCT-12,10/03/12,10-3-2015,Err:502,5.9,5.9,09:15,SAM,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.9,MG/L,200359013,,WWUNAA,PR OILTPH 01
TIJERI,08-OCT-12,10/08/12,10-8-2015,Err:502,4.8,4.8,09:40,SAM,22-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,4.8,MG/L,200359289,,WWUNAA,PR OILTPH 01
TIJERI,17-OCT-12,10/17/12,10-17-2015,Err:502,6.5,6.5,11:25,SAM,08-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.5,MG/L,200359873,,WWUNAA,PR OILTPH 01
TIJERI,22-OCT-12,10/22/12,10-22-2015,Err:502,10,10,14:20,SAM,05-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200360124,,WWUNAA,PR OILTPH 01
TIJERI,29-OCT-12,10/29/12,10-29-2015,Err:502,8.4,8.4,12:00,SAM,18-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200360520,,WWUNAA,PR OILTPH 01
TIJERI,05-NOV-12,11/05/12,11-5-2015,Err:502,13,13,13:30,SAM,05-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200360888,,WWUNAA,PR OILTPH 01
